철도운영기관명,운영노선,역 종류,역 번호,역명(한글),역명(영어),역명(로마자),역명(일본어),역명(중국어간체),역명(중국어번체),역명(부역명),환승역 여부,환승노선명,유실물 취급여부,안전발판 유무,스크린도어 설치유무,승강장 연결여부,승강장 유형,역 위치(경도),역 위치(위도),역 주소(지번주소),역 주소(도로명 주소),역사 전화번호,신설일자,폐지일자,상행거리,하행거리,데이터 기준일자,참고사항,
대구교통공사,1호선,도시/광역철도,0135,동대구역,Dongdaegu Station,없음,없음,없음,東大邱驛,없음,불가능,없음,없음,있음,있음,없음,상대식,128.627152,35.877626,-,대구광역시 동구 동대구로 지하530( 신천동),053-742-7787,19971130,-,0.9,0.9,20250531,,
대구교통공사,1호선,도시/광역철도,0136,동구청(큰고개),Dong-gu Office(Keungogae),없음,없음,없음,東區廳,큰고개,불가능,없음,없음,없음,있음,없음,상대식,128.632295,35.884485,-,대구광역시 동구 신암남로 지하169(신암동),053-942-7721,19980502,-,0.9,0.8,20250531,,
대구교통공사,1호선,도시/광역철도,0137,아양교(대구국제공항입구),Ayanggyo(Daegu Int'l Airport),없음,없음,없음,峨洋橋(大邱國際空港入口),대구국제공항입구,불가능,없음,없음,없음,있음,없음,상대식,128.639572,35.887208,-,대구광역시 동구 아양로 지하245(신암동),053-942-7724,19980331,-,0.8,1,20250531,,
대구교통공사,1호선,도시/광역철도,0138,동촌(동촌유원지),Dongchon(Dongchon Resort),없음,없음,없음,東村(東村遊園地),동촌유원지,불가능,없음,없음,있음,있음,없음,상대식,128.650455,35.886339,-,대구광역시 동구 해동로 지하197(검사동),053-981-7731,19980502,-,1,1,20250531,,
대구교통공사,1호선,도시/광역철도,0139,해안,Haean,없음,없음,없음,解顔,없음,불가능,없음,없음,없음,있음,없음,상대식,128.659079,35.883765,-,대구광역시 동구 동촌로 지하167(방촌동),053-981-7775,19980830,-,1,1,20250531,,
대구교통공사,1호선,도시/광역철도,0140,방촌,Bangchon,없음,없음,없음,芳村,없음,불가능,없음,없음,없음,있음,없음,상대식,128.669767,35.879929,-,대구광역시 동구 동촌로 지하275(방촌동),053-984-7716,19980521,-,1,1.1,20250531,,
대구교통공사,1호선,도시/광역철도,0141,용계,Yonggye,없음,없음,없음,龍溪,없음,불가능,없음,없음,없음,있음,없음,상대식,128.681414,35.876256,-,대구광역시 동구 동촌로 지하 383,053-985-7798,19980502,-,1.2,1.1,20250531,,
대구교통공사,1호선,도시/광역철도,0142,율하,Yulha,없음,없음,없음,栗下,없음,불가능,없음,없음,있음,있음,있음,상대식,128.4134933,35.52104772,-,대구광역시 동구 안심로 지하57,053-962-7729,19980331,-,1.2,1.1,20250531,,
대구교통공사,1호선,도시/광역철도,0143,신기,Singi,없음,없음,없음,新基,없음,불가능,없음,없음,없음,있음,없음,상대식,128.701724,35.866761,-,대구광역시 동구 안심로 지하159(신기동),053-962-7773,19980331,-,1.1,1,20250531,,
대구교통공사,1호선,도시/광역철도,0144,반야월,Banyawol,없음,없음,없음,半夜月,없음,불가능,없음,없음,없음,있음,없음,상대식,128.713663,35.865848,-,대구광역시 동구 안심로 지하261,053-962-7798,19980413,-,1,1,20250531,,
대구교통공사,1호선,도시/광역철도,0145,각산,Gaksan,없음,없음,없음,角山,없음,불가능,없음,없음,없음,있음,없음,상대식,1284326.88,35527.82,-,대구광역시 동구 안심로 지하 363(신서동),053-963-7754,19980331,-,0.99,0.93,20250531,,
대구교통공사,1호선,도시/광역철도,0146,안심(혁신도시·첨복단지),Ansim(Innovation city · High-techMedical Complex),없음,없음,없음,安心(革新都市·尖複團地驛),혁신도시·첨복단지,불가능,없음,없음,없음,있음,있음,섬식,128.73,35.87,-,대구광역시 동구 안심로 지하 455,053-963-7769,19980502,-,0.9,1.6,20250531,,
대구교통공사,1호선,도시/광역철도,0147,대구한의대병원,Daegu Haany University Hospital,없음,없음,없음,大邱韓醫大病院,없음,불가능,없음,없음,있음,있음,있음,상대식,128.7501237,35.8718989,-,동구 안심로 610 (사복동),053-962-4613,20241221,-,1.6,5.9,20250531,,
대구교통공사,1호선,도시/광역철도,0148,부호(경일대·호산대),Buho(Kyungil University･Hosan University),없음,없음,없음,釜湖(慶一大･瑚山大),경일대·호산대,불가능,없음,없음,있음,있음,있음,상대식,128.8031144,35.9002809,-,경산시 하양읍 대경로 528,053-857-8713,20241221,-,5.9,1.7,20250531,,
대구교통공사,1호선,도시/광역철도,0149,하양(대구가톨릭대),Hayang(Daegu Catholic University),없음,없음,없음,河陽(大邱加图立大),대구가톨릭대,불가능,없음,없음,있음,있음,있음,상대식,128.8179731,35.9097258,-,경산시 하양읍 하양역길 3,053-857-8953,20241221,-,1.7,0,20250531,,
대구교통공사,2호선,도시/광역철도,0216,문양,MunYang,없음,없음,없음,汶陽,없음,불가능,없음,없음,없음,있음,있음,섬식,128.4370 ,35.8641 ,-,대구광역시 달성군 다사읍 문양역길 71,053-584-6826,20051018,-,0,2.9,20250531,,
대구교통공사,2호선,도시/광역철도,0217,다사,Dasa,없음,없음,없음,多斯,없음,불가능,없음,없음,없음,있음,있음,상대식,128.4583 ,35.8650 ,-,대구광역시 달성군 다사읍 다사역로 지하30,053-588-6680,20051018,-,2.9,1.0,20250531,,
대구교통공사,2호선,도시/광역철도,0218,대실,Daesil,없음,없음,없음,없음,없음,불가능,없음,없음,없음,있음,있음,상대식,128.4656 ,35.8573 ,-,대구광역시 달성군 다사읍 달구벌대로 지하 888,053-587-1933,20051018,-,1,1.4,20250531,,
대구교통공사,2호선,도시/광역철도,0219,강창,Gangchang,없음,없음,없음,江倉,없음,불가능,없음,없음,없음,있음,없음,상대식,128.4790 ,35.8531 ,-,대구광역시 달서구 달구벌대로 지하1014,053-585-0660,20051018,-,1.4,1.2,20250531,,
대구교통공사,2호선,도시/광역철도,0220,계명대(신당),Keimyung Univ.(Sindang),없음,없음,없음,啓明大,없음,불가능,없음,없음,있음,있음,없음,상대식,128.4920 ,35.8515 ,-,대구광역시 달서구 달구벌대로 지하1140,053-588-0990,20051018,-,1.3,1.2,20251231,,
대구교통공사,2호선,도시/광역철도,0221,성서산업단지,Seongseo Industrial Complex Station,없음,없음,없음,城西産業團地驛,없음,불가능,없음,없음,없음,있음,있음,섬식,128.5022 ,35.8518 ,-,대구광역시 달서구 달구벌대로 지하 1280,053-582-6215,20051018,-,1.2,0.8,20250531,,
대구교통공사,2호선,도시/광역철도,0222,이곡,Igok,없음,없음,없음,梨谷,없음,불가능,없음,없음,있음,있음,있음,섬식,128.5158 ,35.8506 ,-,대구광역시 달서구 달구벌대로 지하 1357,053-582-6214,20051018,-,0.8,1.2,20250531,,
대구교통공사,2호선,도시/광역철도,0223,용산(서부법원·검찰청입구),Yongsan(Seobu Branch Court·Prosecutors Office) ,없음,없음,없음,龍山(西部法院‧檢察廳入口),서부법원·검찰청입구,불가능,없음,없음,없음,있음,있음,섬식,128.5408 ,35.8143 ,-,대구광역시 달서구 달구벌대로 지하1476,053-553-3598,20051018,-,1.3,0.9,20250531,,
대구교통공사,2호선,도시/광역철도,0224,죽전,Jukjeon,없음,없음,없음,竹田,없음,불가능,없음,없음,없음,있음,있음,섬식,128.5369 ,35.8506 ,-,대구광역시 달서구 달구벌대로 지하 1560,053-556-0292,20051018,-,0.9,0.9,20250531,,
대구교통공사,2호선,도시/광역철도,0225,감삼,Gamsam station,없음,없음,없음,甘三驛,없음,불가능,없음,없음,없음,있음,있음,섬식,128.5439 ,35.8543 ,-,대구광역시 달서구 달구벌대로 지하 1665(감삼동),053-552-2856,20051018,-,0.9,0.8,20250531,,
대구교통공사,2호선,도시/광역철도,0226,두류,Duryu,없음,없음,없음,頭流,없음,불가능,없음,없음,없음,있음,있음,섬식,128.5515 ,35.8572 ,-,대구광역시 달서구 달구벌대로 지하1760,053-628-3663,20051018,-,0.8,0.9,20250531,,
대구교통공사,2호선,도시/광역철도,0227,내당,Naedang,없음,없음,없음,內唐,없음,불가능,없음,없음,없음,있음,있음,섬식,128.5646 ,35.8602 ,-,대구광역시 서구 달구벌대로 지하1827,053-656-6038,20051018,-,0.9,0.8,20250531,,
대구교통공사,2호선,도시/광역철도,0228,반고개,Bangogae,없음,없음,없음,없음,없음,불가능,없음,없음,없음,있음,있음,섬식,128.5692 ,35.8623 ,-,대구광역시 달서구 달구벌대로 지하1900,053-655-1196,20051018,-,0.8,0.9,20250531,,
대구교통공사,2호선,도시/광역철도,0229,청라언덕(신남),Cheongna Hill Station(Sinnam),없음,없음,없음,靑蘿坡(新南),신남,가능,3호선 칠곡경대병원방면 / 용지방면,없음,없음,있음,있음,섬식,128.5787 ,35.8651 ,-,대구광역시 중구 달구벌대로 지하 2000,053-256-7728,20051018,-,0.9,1,20250531,,
대구교통공사,2호선,도시/광역철도,0230,반월당,Banwoldang,없음,없음,없음,半月堂,없음,가능,1호선 설화명곡방면 / 안심방면,없음,없음,있음,있음,섬식,128.5933 ,35.8646 ,-,대구광역시 중구 달구벌대로 지하2100,053-252-0689,20051018,-,1,0.9,20250531,,
대구교통공사,2호선,도시/광역철도,0231,경대병원,Kyungpook Nat'l Univ. Hosp.,없음,없음,없음,慶大病院,없음,불가능,없음,없음,없음,있음,있음,섬식,128.6034 ,35.8633 ,-,대구광역시 중구 달구벌대로 지하2190 (삼덕동),053-427-0523,20051018,-,0.9,1.1,20250531,,
대구교통공사,2호선,도시/광역철도,0232,대구은행(대구교육청),Daegu Bank(Daegu Metropolitan of Education),없음,없음,없음,大邱銀行(大邱敎育廳),대구교육청,불가능,없음,없음,없음,있음,있음,섬식,128.6138 ,35.8600 ,-,대구광역시 수성구 달구벌대로 지하2300,053-752-0206,20041231,-,1.1,1,20250531,,
대구교통공사,2호선,도시/광역철도,0233,범어,Beomeo,없음,없음,없음,泛 漁,없음,불가능,없음,없음,없음,있음,있음,섬식,128.6257 ,35.8591 ,-,대구광역시 수성구 달구벌대로 지하 2396,053-756-9376,20051018,-,1,0.9,20250531,,
대구교통공사,2호선,도시/광역철도,0234,수성구청(KBS),Suseong-gu Office Station(KBS),없음,없음,없음,壽城區廳驛,KBS,불가능,없음,없음,있음,있음,있음,섬식,128.6360 ,35.8587 ,-,대구광역시 수성구 달구벌대로 지하 2500,053-756-7822,20051018,-,0.9,0.9,20250531,,
대구교통공사,2호선,도시/광역철도,0235,만촌,Manchon,없음,없음,없음,晩村,없음,불가능,없음,없음,있음,있음,있음,섬식,128.6400 ,35.8500 ,-,대구광역시 수성구 달구벌대로 2584,053-751-0287,20051018,-,0.9,0.9,20250531,,
대구교통공사,2호선,도시/광역철도,0236,담티(수성대·대륜),Damti(Suseong College.Daeryun Middle ＆High School),없음,없음,없음,(壽城大ㆍ大倫),수성대·대륜,불가능,없음,없음,없음,있음,있음,섬식,128.6500 ,35.8500 ,-,대구광역시 수성구 달구벌대로 지하 2672 ,053-752-0959,20051018,-,0.9,1.8,20250531,,
대구교통공사,2호선,도시/광역철도,0237,연호,Yeonho,없음,없음,없음,蓮湖,없음,불가능,없음,없음,없음,있음,있음,섬식,128.6700 ,35.8500 ,-,대구광역시 수성구 달구벌대로 지하 2870,053-791-0922,20051018,-,1.8,1,20250531,,
대구교통공사,2호선,도시/광역철도,0238,수성알파시티(삼성라이온즈파크),Suseong Alpha City(Samsung Lions Park),없음,없음,없음,寿城阿尔法城,삼성라이온즈파크,불가능,없음,없음,없음,있음,있음,상대식,128.6700 ,35.8500 ,-,대구광역시 수성구 달구벌대호 지하2950,053-791-0881,20051018,-,1,1.2,20250531,,
대구교통공사,2호선,도시/광역철도,0240,신매,Sinmae,없음,없음,없음,新梅,없음,불가능,없음,없음,없음,있음,있음,상대식,128.7000 ,35.8400 ,-,대구광역시 수성구 달구벌대로 지하 3180,053-791-0898,20051018,-,1.1,1.1,20250531,,
대구교통공사,2호선,도시/광역철도,0241,사월,Sawol,없음,없음,없음,沙月,없음,불가능,없음,없음,없음,있음,있음,섬식,128.7152 ,35.8366 ,-,대구광역시 수성구 달구벌대로 지하 3290,053-795-0767,20051018,-,1.1,1.2,20250531,,
대구교통공사,2호선,도시/광역철도,0242,정평, JeongPyeong,없음,없음,없음,正坪,없음,불가능,없음,없음,없음,있음,있음,상대식,128.7287 ,35.8341 ,-,경상북도 경산시 대학로 지하60,053-811-4753,20120919,-,1.2,1.1,20250531,,
대구교통공사,2호선,도시/광역철도,0243,임당, Imdang Station,없음,없음,없음,林堂驛,없음,불가능,없음,없음,없음,있음,있음,상대식,128.7411 ,35.8341 ,-,경상북도 경산시 대학로 170,053-811-0732,20120919,-,1.1,1.1,20250531,,
대구교통공사,2호선,도시/광역철도,0244,영남대,Yeungnam University,없음,없음,없음,嶺南大,없음,불가능,없음,없음,없음,있음,있음,상대식,128.7530 ,35.8364 ,-,"경상북도 경산시 대학로 지하270(대동, 영남대역)",053-801-3785,20120919,-,1.1,0,20250531,,
대구교통공사,3호선,도시/광역철도,0312,칠곡경대병원,Chilgok Kyungpook Nat‘l Univ.Medical Center,없음,없음,없음,漆谷 慶大病院,없음,불가능,없음,없음,없음,있음,있음,상대식,128.5599 ,35.9584 ,-,대구광역시 북구 팔거천동로 386(동호동),053-327-1667,20150423,-,0,0.8,20250531,,
대구교통공사,3호선,도시/광역철도,0313,학정,Hakjeong,없음,없음,없음,鶴亭,없음,불가능,없음,없음,없음,있음,있음,상대식,128.5592 ,35.9516 ,-,대구광역시 북구 팔거천동로 310(학정동),053-327-1667,20150423,-,0.8,0.8,20250531,,
대구교통공사,3호선,도시/광역철도,0314,팔거(국립농관원·통계청),Palgeo(NAQS · KOSTAT),없음,없음,없음,八莒(國立農管院統計廳) ,국립농관원·통계청,불가능,없음,없음,없음,있음,있음,상대식,128.5583 ,35.9440 ,-,대구광역시 북구 팔거천동로 226(동천동),053-327-1667,20150423,-,0.8,0.7,20250531,,
대구교통공사,3호선,도시/광역철도,0315,동천,Dongcheon,없음,없음,없음,東川,없음,불가능,없음,없음,없음,있음,있음,상대식,128.5567 ,35.9377 ,-,대구광역시 북구 팔거천동로 147(동천동),053-327-1667,20150423,-,0.7,0.7,20250531,,
대구교통공사,3호선,도시/광역철도,0316,칠곡운암,Chilgok·Unam,없음,없음,없음,漆谷雲岩,없음,불가능,없음,없음,없음,있음,있음,상대식,128.5545 ,35.9315 ,-,대구광역시 북구 팔거천동로 79(구암동),053-327-1667,20150423,-,0.7,0.7,20250531,,
대구교통공사,3호선,도시/광역철도,0317,구암(과학대·보건대입구),Guam(Taegu Science Univ.·Daegu Health College),없음,없음,없음,鳩岩(科學大·保健大入口) ,과학대·보건대입구,불가능,없음,없음,없음,있음,있음,상대식,128.5503 ,35.9257 ,-,대구광역시 북구 팔거천동로 1(구암동),053-327-1667,20150423,-,0.7,0.7,20250531,,
대구교통공사,3호선,도시/광역철도,0318,태전,Taejeon,없음,없음,없음,太田,없음,불가능,없음,없음,없음,있음,있음,상대식,128.5470 ,35.9190 ,-,대구광역시 북구 칠곡중앙대로 262,053-327-1668,20150423,-,0.7,0.9,20250531,,
대구교통공사,3호선,도시/광역철도,0319,매천,Maecheon,없음,없음,없음,梅川,없음,불가능,없음,없음,없음,있음,있음,상대식,128.5430 ,35.9120 ,-,대구광역시 북구 학정로 6 매천역,053-327-1668,20150423,-,0.9,1.1,20250531,,
대구교통공사,3호선,도시/광역철도,0320,매천시장,Maecheon Market,없음,없음,없음,梅川市場,없음,불가능,없음,없음,없음,있음,있음,상대식,128.5450 ,35.9040 ,-,대구광역시 북구 매천로18길 39,053-327-1668,20150423,-,1.1,0.8,20250531,,
